LABEL,TEXT,URL,EMAIL,PHONE,MainText,message_length,num_named_entities,sentiment_score,TEXT_cleaned,anomaly,cluster
ham,I wont get concentration dear you know you are my mind and everything :-),,,,,73,0,0.5,i wont get concentration dear you know you are my mind and everything ,1,0
ham,LOL ... Have you made plans for new years?,,,,,42,0,0.468181818,lol  have you made plans for new years,1,0
ham,10 min later k...,,,,,17,0,0,10 min later k,1,0
ham,hanks lotsly!,,,,,13,0,0,hanks lotsly,1,0
spam,"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,,,164,1,0.258333333,loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,1,19
ham,Si si. I think ill go make those oreo truffles.,,,,,47,0,-0.5,si si i think ill go make those oreo truffles,1,0
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,,,,,158,0,0.6,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,1,0
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,,,79,2,-0.1,120 that call cost which i guess isnt bad miss ya need ya want ya love ya,1,0
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,,,,,142,0,0,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,1,0
ham,Great. Never been better. Each day gives even more reasons to thank God,,,,,71,0,0.6,great never been better each day gives even more reasons to thank god,1,0
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,,,175,3,0.4,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,1,0
ham,"Sorry, I'll call later ok bye",,,,,29,0,0,sorry ill call later ok bye,1,0
ham,Ok i am on the way to railway,,,,,29,0,0.5,ok i am on the way to railway,1,0
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,,,148,0,0.58,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night ,1,0
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",,,,,44,0,0,yup no need ill jus wait 4 e rain 2 stop,1,0
ham,There are many company. Tell me the language.,,,,,45,0,0.5,there are many company tell me the language,1,0
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,,,161,2,0,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,1,0
ham,"How long has it been since you screamed, princess?",,,,,50,0,-0.05,how long has it been since you screamed princess,1,0
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,,,159,3,0.15,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network by txting moan to 69888nyt ec2a 31pmsg150p,1,0
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),,,,,125,0,0.353571429,nice line said by a broken heart plz dont cum 1 more times infront of me other wise once again i ll trust u good 9t,1,0
ham,Love you aathi..love u lot..,,,,,28,0,0.5,love you aathilove u lot,1,0
ham,Tension ah?what machi?any problem?,,,,,34,0,0,tension ahwhat machiany problem,1,0
ham,"K, can I pick up another 8th when you're done?",,,,,46,0,0,k can i pick up another 8th when youre done,1,0
ham,When're you guys getting back? G said you were thinking about not staying for mcr,,,,,81,0,0,whenre you guys getting back g said you were thinking about not staying for mcr,1,0
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",,,,,90,1,-0.2,yo carlos a few friends are already asking me about you you working at all this weekend,1,0
ham,Watching tv lor...,,,,,18,0,0,watching tv lor,1,0
ham,Thank you baby! I cant wait to taste the real thing...,,,,,54,0,0.2,thank you baby i cant wait to taste the real thing,1,0
ham,You should change your fb to jaykwon thuglyfe falconerf,,,,,55,1,0,you should change your fb to jaykwon thuglyfe falconerf,1,0
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,,,146,0,0.4,free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com,1,0
ham,Dear reached railway. What happen to you,,,,,40,0,0,dear reached railway what happen to you,1,0
ham,I think i've fixed it can you send a test message?,,,,,50,0,0.1,i think ive fixed it can you send a test message,1,0
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",,,,,120,0,-0.186666667,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card,1,0
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,,,160,1,0.535714286,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,1,0
ham,"Sorry,in meeting I'll call later",,,,,32,0,0,sorryin meeting ill call later,1,0
ham,Some of them told accenture is not confirm. Is it true.,,,,,55,0,0.35,some of them told accenture is not confirm is it true,1,0
ham,"Kate jackson rec center before 7ish, right?",,,,,43,1,0.092857143,kate jackson rec center before 7ish right,1,0
ham,Dear i have reache room,,,,,23,0,0,dear i have reache room,1,0
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,,,149,1,0.677777778,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,1,0
ham,Check with nuerologist.,,,,,23,0,0,check with nuerologist,1,0
ham,Lolnice. I went from a fish to ..water.?,,,,,40,0,0,lolnice i went from a fish to water,1,0
spam,+123 Congratulations - in this week's competition draw u have won the ??1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,,,170,0,0,123 congratulations  in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm,1,0
ham,"Maybe westshore or hyde park village, the place near my house?",,,,,62,1,0.1,maybe westshore or hyde park village the place near my house,1,0
ham,What's the significance?,,,,,24,0,0,whats the significance,1,0
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,,,136,1,0.25,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,1,0
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,,,45,3,0,prabhaim sorydarealyfrm heart im sory,1,0
ham,Lol ok your forgiven :),,,,,23,0,0.6,lol ok your forgiven ,1,0
ham,No..jst change tat only..,,,,,25,0,0,nojst change tat only,1,0
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ??500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,,,148,4,0.78125,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,0
ham,S:)no competition for him.,,,,,26,0,0,sno competition for him,1,0
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,,,,,146,1,0.233333333,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more,1,0
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,,,,,117,0,-0.25,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now,1,0
ham,But that's on ebay it might be less elsewhere.,,,,,46,0,-0.166666667,but thats on ebay it might be less elsewhere,1,0
ham,Shall i come to get pickle,,,,,26,0,0,shall i come to get pickle,1,0
ham,Were gonna go get some tacos,,,,,28,0,0,were gonna go get some tacos,1,0
ham,"That's very rude, you on campus?",,,,,32,0,-0.39,thats very rude you on campus,1,0
spam,"URGENT!: Your Mobile No. was awarded a ??2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",,,,,145,0,0,urgent your mobile no was awarded a 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu,1,0
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,,,,,57,0,0.4,hi i wont b ard 4 christmas but do enjoy n merry xmas,1,0
spam,"Today's Offer! Claim ur ??150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ??3.00 Sub. 16 . Unsub reply X",,,,,160,1,0.296875,todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16  unsub reply x,1,0
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,,,,,111,1,0,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,1,0
ham,Jay says that you're a double-faggot,,,,,36,1,0,jay says that youre a doublefaggot,1,0
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,,,,,146,2,0,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104 ,1,0
ham,What Today-sunday..sunday is holiday..so no work..,,,,,50,0,0,what todaysundaysunday is holidayso no work,1,25
ham,I'll be late...,,,,,15,0,-0.3,ill be late,1,0
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",,,,,160,0,0.425,good afternoon my love how goes that day  i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,1,0
ham,"Probably gonna be here for a while, see you later tonight &lt;)",,,,,63,0,0.125,probably gonna be here for a while see you later tonight lt,1,0
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,,,84,1,0.59,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,1,0
ham,"I am in tirupur da, once you started from office call me.",,,,,57,0,0,i am in tirupur da once you started from office call me,1,76
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",,,,,169,0,0.375,a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married,1,0
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,,,,,130,0,0.3,this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed,1,0
ham,Then any special there?,,,,,23,0,0.357142857,then any special there,1,82
ham,Wait  &lt;#&gt;  min..,,,,,22,1,0,wait  ltgt  min,1,0
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,,,,,101,0,0.033333333,ok give me 5 minutes i think i see her btw youre my alibi you were cutting my hair the whole time,1,0
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",,,,,281,0,0.133333333,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left  but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you  enjoy my cuck,1,0
ham,"Hurry up, I've been weed-deficient for like three days",,,,,54,1,0,hurry up ive been weeddeficient for like three days,1,0
ham,I???ll have a look at the frying pan in case it???s cheap or a book perhaps. No that???s silly a frying pan isn???t likely to be a book,,,,,135,2,-0.033333333,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book,1,0
ham,Having lunch:)you are not in online?why?,,,,,40,0,0,having lunchyou are not in onlinewhy,1,0
ham,I know that my friend already told that.,,,,,40,0,0,i know that my friend already told that,1,0
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,,,,,70,0,0.325,hi princess thank you for the pics you are very pretty how are you,1,0
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",,,,,160,1,0.261111111,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee ,1,0
ham,Hi msg me:)i'm in office..,,,,,26,0,0,hi msg meim in office,1,0
ham,Thanx 4 e brownie it's v nice...,,,,,32,0,0.6,thanx 4 e brownie its v nice,1,0
ham,Geeeee ... I love you so much I can barely stand it,,,,,51,0,0.25,geeeee  i love you so much i can barely stand it,1,0
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",,,,,146,0,-0.2,fuck babe  i miss you already you know  cant you let me send you some money towards your net  i need you  i want you  i crave you ,1,0
ham,Oooh bed ridden ey? What are YOU thinking of?,,,,,45,0,0,oooh bed ridden ey what are you thinking of,1,0
ham,WOT U WANNA DO THEN MISSY?,,,,,26,1,0,wot u wanna do then missy,1,0
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,,,,,134,1,0.311111111,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,1,0
ham,Can you open the door?,,,,,22,0,0,can you open the door,1,0
ham,Waiting for your call.,,,,,22,0,0,waiting for your call,1,0
ham,Nope i waiting in sch 4 daddy... ,,,,,33,0,0,nope i waiting in sch 4 daddy ,1,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",,,,,69,0,0,you have won 1000 cash or a 2000 prize to claim call09050000327,1,0
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",,,,,109,0,-0.2,im tired of arguing with you about this week after week do what you want and from now on ill do the same,1,63
ham,?? wait 4 me in sch i finish ard 5..,,,,,36,0,0, wait 4 me in sch i finish ard 5,1,0
spam,"our mobile number has won ??5000, to claim calls us back or ring the claims hot line on 09050005321.",,,,,100,0,0.125,our mobile number has won 5000 to claim calls us back or ring the claims hot line on 09050005321,1,0
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",,,,,140,1,0.5,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,1,0
ham,Huh so early.. Then ?_ having dinner outside izzit?,,,,,51,0,0.05,huh so early then _ having dinner outside izzit,1,0
ham,Ok anyway no need to change with what you said,,,,,46,0,0.5,ok anyway no need to change with what you said,1,0
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,,,,,149,0,0.268181818,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,0
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,,,,,95,0,0.136363636,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,1,0
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",,,,,110,1,0,i dun thk ill quit yet hmmm can go jazz  yogasana oso can we can go meet em after our lessons den ,1,0
ham,"\Pete can you please ring meive hardly gotany credit\""""",,,,,55,0,-0.291666667,pete can you please ring meive hardly gotany credit,1,0
ham,Ya srsly better than yi tho,,,,,27,0,0.5,ya srsly better than yi tho,1,0
ham,"I'm in a meeting, call me later at",,,,,34,0,0,im in a meeting call me later at,1,0
spam,"For ur chance to win a ??250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,,,127,2,0.8,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,1,0
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,,,,,142,0,0.446428571,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo,1,0
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,,,,,148,2,0,private your 2003 account statement for 07753741225 shows 800 unredeemed s i m points call 08715203677 identifier code 42478 expires 241004,1,0
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",,,,,147,1,-0.09765625,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz,1,0
ham,I am great! How are you?,,,,,24,0,1,i am great how are you,1,0
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,,,86,0,0.5,you have an important customer service announcement call freephone 0800 542 0825 now,1,0
ham,I'm going out to buy mum's present ar.,,,,,38,0,0,im going out to buy mums present ar,1,0
ham,If u sending her home first it's ok lor. I'm not ready yet.,,,,,59,0,0.216666667,if u sending her home first its ok lor im not ready yet,1,0
ham,Speaking of does he have any cash yet?,,,,,38,0,0,speaking of does he have any cash yet,1,0
ham,Meet after lunch la...,,,,,22,0,0,meet after lunch la,1,0
ham,TaKe CaRE n gET WeLL sOOn,,,,,25,1,0,take care n get well soon,1,0
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,,,,,87,0,-0.5,what i meant to say is cant wait to see u again getting bored of this bridgwater banter,1,0
ham,Neva mind it's ok..,,,,,19,0,0.5,neva mind its ok,1,0
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",,,,,66,0,0.416666667,its fine imma get a drink or somethin want me to come find you,1,0
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,,,,,140,0,0.25,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222,1,0
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,,,,,156,1,-0.066666667,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u ques which colour suits me the bestrply me,1,0
ham,I have many dependents,,,,,22,0,0.5,i have many dependents,1,0
ham,For my family happiness..,,,,,25,0,0.7,for my family happiness,1,0
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,,,103,0,0.6,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,1,0
ham,Good words.... But words may leave u in dismay many times.,,,,,58,0,0.6,good words but words may leave u in dismay many times,1,0
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,,,,,87,0,0.3,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned,1,0
ham,"sorry, no, have got few things to do. may be in pub later.",,,,,58,0,-0.233333333,sorry no have got few things to do may be in pub later,1,0
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",,,,,67,0,0.45,haha good to hear im officially paid and on the market for an 8th,1,0
ham,How many licks does it take to get to the center of a tootsie pop?,,,,,66,0,0.2,how many licks does it take to get to the center of a tootsie pop,1,0
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,,,,,102,1,0,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,1,0
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,,,,,130,2,0.268181818,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693,1,46
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a ??350 award. If your number matches call 09064019014 to receive your ??350 award.,,,,,150,1,0,todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award,1,0
ham,Thank u!,,,,,8,0,0,thank u,1,0
ham,Oh that was a forwarded message. I thought you send that to me,,,,,62,0,0,oh that was a forwarded message i thought you send that to me,1,0
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",,,,,143,0,0,dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop to 80062,1,0
ham,Me n him so funny...,,,,,20,0,0.25,me n him so funny,1,0
ham,When ?_ login dat time... Dad fetching ?_ home now?,,,,,51,0,0,when _ login dat time dad fetching _ home now,1,0
ham,I had askd u a question some hours before. Its answer,,,,,53,0,0,i had askd u a question some hours before its answer,1,0
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",,,,,133,0,0.5875, said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day ,1,0
ham,Probably gonna swing by in a wee bit,,,,,36,0,0,probably gonna swing by in a wee bit,1,0
ham,Ya very nice. . .be ready on thursday,,,,,37,0,0.49,ya very nice  be ready on thursday,1,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,,,92,2,0,watching cartoon listening music amp at eve had to go temple amp church what about u,1,0
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,,,,,80,0,-0.5,do you mind if i ask what happened you dont have to say if it is uncomfortable,1,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,,,,,136,3,0,private your 2003 account statement for shows 800 unredeemed s i m points call 08715203694 identifier code 40533 expires 311004,1,0
ham,No prob. I will send to your email.,,,,,35,0,0,no prob i will send to your email,1,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",,,,,97,3,0,you have won 1000 cash or a 2000 prize to claim call09050000327 tc rstm sw7 3ss 150ppm,1,0
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),,,,,66,0,0.074305556,thats cool sometimes slow and gentle sonetimes rough and hard ,1,0
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",,,,,65,0,0,wait do you know if wesleys in town i bet she does hella drugs,1,0
ham,Fine i miss you very much.,,,,,26,0,0.338333333,fine i miss you very much,1,0
ham,Tell them the drug dealer's getting impatient,,,,,45,0,-0.2,tell them the drug dealers getting impatient,1,0
ham,You will be in the place of that man,,,,,36,0,0,you will be in the place of that man,1,0
spam,88800 and 89034 are premium phone services call 08718711108,,,,,59,0,0,88800 and 89034 are premium phone services call 08718711108,1,0
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,,,140,0,0,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words ,1,0
ham,Leave it de:-). Start Prepare for next:-)..,,,,,43,1,0.333333333,leave it de start prepare for next,1,0
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,,,,,56,1,0,en chikku nange bakra msg kalstiyathen had teacoffee,1,0
ham,Carlos'll be here in a minute if you still need to buy,,,,,54,0,0,carlosll be here in a minute if you still need to buy,1,0
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),,,,,37,0,0.5,this pay is  ltdecimalgt  lakhs,1,0
ham,Have a good evening! Ttyl,,,,,25,0,0.875,have a good evening ttyl,1,0
ham,Did u receive my msg?,,,,,21,0,0,did u receive my msg,1,0
ham,Ho ho - big belly laugh! See ya tomo,,,,,36,1,0.1875,ho ho  big belly laugh see ya tomo,1,0
spam,SMS. ac sun0819 posts HELLO:\You seem cool," wanted to say hi. HI!!!\"" Stop? Send STOP to 62468""",,,,42,2,0.35,sms ac sun0819 posts helloyou seem cool,1,0
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ??1.50 per wk 2 opt out send STOP 08452810071 16,,,,,154,1,0.5,get ur 1st ringtone free now reply to this msg with tone gr8 top 20 tones to your phone every week just 150 per wk 2 opt out send stop 08452810071 16,1,0
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",,,,,153,0,0,ditto and you wont have to worry about me saying anything to you anymore like i said last night you do whatever you want and ill do the same peace,1,0
ham,"I've got  &lt;#&gt; , any way I could pick up?",,,,,46,0,0,ive got  ltgt  any way i could pick up,1,0
ham,"I dont knw pa, i just drink milk..",,,,,34,1,0,i dont knw pa i just drink milk,1,0
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,,,,,80,0,0.8,maybe say hi to  and find out if  got his card great escape or wetherspoons ,1,0
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",,,,,69,1,0,piggy r u awake i bet ure still sleeping im going 4 lunch now,1,0
ham,Cause I'm not freaky lol,,,,,24,0,0.8,cause im not freaky lol,1,0
ham,What is this 'hex' place you talk of? Explain!,,,,,46,0,0,what is this hex place you talk of explain,1,0
ham,?? log off 4 wat. It's sdryb8i,,,,,30,0,0, log off 4 wat its sdryb8i,1,0
ham,Is xy going 4 e lunch?,,,,,22,0,0,is xy going 4 e lunch,1,0
ham,I wanted to ask ?_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,,,,,87,0,0,i wanted to ask _ to wait 4 me to finish lect cos my lect finishes in an hour anyway,1,0
ham,Have you finished work yet? :),,,,,30,0,0.5,have you finished work yet ,1,0
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",,,,,143,0,0.3,every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni8,1,0
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,,,169,1,0,dearme at cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell me which day u r comingtmorow i am engaged ans its holiday,1,0
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,,,111,0,0,forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you,1,0
ham,Was the farm open?,,,,,18,0,0,was the farm open,1,0
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",,,,,109,0,-0.2375,sorry to trouble u again can buy 4d for my dad again 1405 1680 1843 all 2 big 1 small sat n sun thanx,1,0
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",,,,,76,0,0.8,my sister in law hope you are having a great month just saying hey abiola,1,0
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,,,73,0,0,will purchase d stuff today and mail to you do you have a po box number,1,0
ham,"Aight, you close by or still down around alex's place?",,,,,54,1,-0.155555556,aight you close by or still down around alexs place,1,0
ham,Mum ask ?_ to buy food home...,,,,,30,1,0,mum ask _ to buy food home,1,0
ham,K..u also dont msg or reply to his msg..,,,,,40,0,0,ku also dont msg or reply to his msg,1,0
ham,How much r ?_ willing to pay?,,,,,29,0,0.25,how much r _ willing to pay,1,0
ham,"Sorry, I'll call later",,,,,22,0,-0.25,sorry ill call later,1,0
